AGE;MATI;JML_DEPLESI;CUM_DEPLESI_%;STD_CUM_DEPLESI_%;PAKAN_STD_ZAK;PAKAN_STD_GR/EK;PAKAN_STD_CUM_GR/EK;PAKAN_ACT_ZAK;PAKAN_ACT_CUM_ZAK;PAKAN_ACT_GR/EK;PAKAN_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_GR/EKOR;DELTA_PAKAN_CUM_GR/EKOK;ABW_STD;DG_STD;ABW_ACT;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;SUHU_MIN;SUHU_MAX;KELEMBABAN;JUMLAH_AYAM_AKHIR;JUMLAH_AYAM_AWAL;PERIODE;FCR_ACT_lag_1;FCR_ACT_lag_2;FCR_ACT_lag_3;FCR_ACT_lag_7;FCR_ACT_lag_14;PAKAN_ACT_GR/EK_lag_1;PAKAN_ACT_GR/EK_lag_2;PAKAN_ACT_GR/EK_lag_3;PAKAN_ACT_GR/EK_lag_7;PAKAN_ACT_GR/EK_lag_14;DG_ACT_lag_1;DG_ACT_lag_2;DG_ACT_lag_3;DG_ACT_lag_7;DG_ACT_lag_14;SUHU_MAX_lag_1;SUHU_MAX_lag_2;SUHU_MAX_lag_3;SUHU_MAX_lag_7;SUHU_MAX_lag_14;SUHU_MIN_lag_1;SUHU_MIN_lag_2;SUHU_MIN_lag_3;SUHU_MIN_lag_7;SUHU_MIN_lag_14;KELEMBABAN_lag_1;KELEMBABAN_lag_2;KELEMBABAN_lag_3;KELEMBABAN_lag_7;KELEMBABAN_lag_14;MATI_lag_1;MATI_lag_2;MATI_lag_3;MATI_lag_7;MATI_lag_14;JML_DEPLESI_lag_1;JML_DEPLESI_lag_2;JML_DEPLESI_lag_3;JML_DEPLESI_lag_7;JML_DEPLESI_lag_14;PAKAN_ACT_GR/EK_rolling_mean_3;PAKAN_ACT_GR/EK_rolling_std_3;PAKAN_ACT_GR/EK_rolling_min_3;PAKAN_ACT_GR/EK_rolling_max_3;PAKAN_ACT_GR/EK_rolling_mean_7;PAKAN_ACT_GR/EK_rolling_std_7;PAKAN_ACT_GR/EK_rolling_min_7;PAKAN_ACT_GR/EK_rolling_max_7;PAKAN_ACT_GR/EK_rolling_mean_14;PAKAN_ACT_GR/EK_rolling_std_14;PAKAN_ACT_GR/EK_rolling_min_14;PAKAN_ACT_GR/EK_rolling_max_14;DG_ACT_rolling_mean_3;DG_ACT_rolling_std_3;DG_ACT_rolling_min_3;DG_ACT_rolling_max_3;DG_ACT_rolling_mean_7;DG_ACT_rolling_std_7;DG_ACT_rolling_min_7;DG_ACT_rolling_max_7;DG_ACT_rolling_mean_14;DG_ACT_rolling_std_14;DG_ACT_rolling_min_14;DG_ACT_rolling_max_14;PAKAN_DG_RATIO;SUHU_KELEMBABAN_INTERACTION;STRESS_INDEX;PAKAN_ACT_GR/EK_momentum_1;PAKAN_ACT_GR/EK_acceleration;DG_ACT_momentum_1;DG_ACT_acceleration;HEALTH_STATUS_SCORE
10;3;86;0.43;1.27;22.0;56;372;22;137;55.2;343.7;0.0;-1;-28;330;45;323.0;45;-7;0;1.129;1.064;-0.065;281;302;28;30;60;19914;20000;11;1.038;1.005;0.961;0.695;0.324;50.2;45.2;40.2;25.1;17.5;41.0;36.0;35.0;21.0;21.0;30.0;30.0;32.0;32.0;32.0;28.0;28.0;30.0;30.0;30.0;60.0;60.0;65.0;65.0;65.0;0.0;1.0;0.0;14.0;15.0;83.0;83.0;82.0;42.0;15.0;50.2;5.0;45.2;55.2;40.157;10.848;25.1;55.2;34.37;12.985;17.5;55.2;40.667;4.509;36.0;45.0;33.286;8.731;20.0;45.0;29.0;10.055;15.0;45.0;1.227;1800;120;5.0;0.0;4.0;-1.0;18.7
11;2;88;0.44;1.4;25.0;63;435;24;161;60.3;404.0;-1.0;-3;-31;380;49;373.0;50;-7;1;1.149;1.083;-0.066;289;312;28;30;60;19912;20000;11;1.064;1.038;1.005;0.797;0.324;55.2;50.2;45.2;25.1;17.5;45.0;41.0;36.0;20.0;21.0;30.0;30.0;30.0;32.0;32.0;28.0;28.0;28.0;30.0;30.0;60.0;60.0;60.0;65.0;65.0;3.0;0.0;1.0;15.0;15.0;86.0;83.0;83.0;57.0;15.0;55.233;5.05;50.2;60.3;45.186;10.863;30.1;60.3;36.727;14.59;17.5;60.3;45.333;4.509;41.0;50.0;37.571;8.482;25.0;50.0;30.909;11.449;15.0;50.0;1.206;1800;120;5.1;0.1;5.0;1.0;18.6
12;4;92;0.46;1.53;27.0;68;506;25;186;62.8;466.8;-2.0;-5;-39;434;54;415.0;42;-19;-12;1.169;1.125;-0.044;297;306;28;30;60;19908;20000;11;1.083;1.064;1.038;0.872;0.324;60.3;55.2;50.2;30.1;17.5;50.0;45.0;41.0;25.0;21.0;30.0;30.0;30.0;32.0;32.0;28.0;28.0;28.0;30.0;30.0;60.0;60.0;60.0;65.0;65.0;2.0;3.0;0.0;15.0;15.0;88.0;86.0;83.0;72.0;15.0;59.433;3.873;55.2;62.8;49.857;10.311;35.1;62.8;38.9;15.817;17.5;62.8;45.667;4.041;42.0;50.0;40.0;6.481;31.0;50.0;31.833;11.376;15.0;50.0;1.495;1800;120;2.5;-2.6;-8.0;-13.0;20.4
13;4;96;0.48;1.68;29.0;73;584;27;213;67.8;534.6;-2.0;-5;-49;492;56;454.0;39;-38;-17;1.186;1.177;-0.009;305;295;28;30;60;19904;20000;11;1.125;1.083;1.064;0.921;0.324;62.8;60.3;55.2;35.1;17.5;42.0;50.0;45.0;31.0;21.0;30.0;30.0;30.0;32.0;32.0;28.0;28.0;28.0;30.0;30.0;60.0;60.0;60.0;65.0;65.0;4.0;2.0;3.0;10.0;15.0;92.0;88.0;86.0;82.0;15.0;63.633;3.819;60.3;67.8;54.529;9.911;40.2;67.8;41.123;17.134;17.5;67.8;43.667;5.686;39.0;50.0;41.143;5.21;35.0;50.0;32.385;11.072;15.0;50.0;1.738;1800;120;5.0;2.5;-3.0;5.0;21.2
14;5;101;0.505;1.79;31.0;78;668;30;243;75.4;610.0;-1.0;-3;-58;553;61;515.0;61;-38;0;1.208;1.184;-0.024;313;309;28;30;60;19899;20000;11;1.177;1.125;1.083;0.961;0.324;67.8;62.8;60.3;40.2;17.5;39.0;42.0;50.0;35.0;21.0;30.0;30.0;30.0;32.0;32.0;28.0;28.0;28.0;30.0;30.0;60.0;60.0;60.0;65.0;65.0;4.0;4.0;2.0;0.0;15.0;96.0;92.0;88.0;82.0;15.0;68.667;6.345;62.8;75.4;59.557;10.35;45.2;75.4;43.571;18.839;17.5;75.4;47.333;11.93;39.0;61.0;44.857;8.395;36.0;61.0;34.429;13.101;15.0;61.0;1.236;1800;120;7.6;2.6;22.0;25.0;22.7
15;3;104;0.52;1.92;33.0;84;752;32;275;80.4;690.4;-1.0;-4;-62;618;65;577.0;62;-41;-3;1.219;1.197;-0.022;320;320;26;28;55;19896;20000;11;1.184;1.177;1.125;1.005;0.324;75.4;67.8;62.8;45.2;17.5;61.0;39.0;42.0;36.0;21.0;30.0;30.0;30.0;30.0;32.0;28.0;28.0;28.0;28.0;30.0;60.0;60.0;60.0;60.0;65.0;5.0;4.0;4.0;1.0;15.0;101.0;96.0;92.0;83.0;15.0;74.533;6.345;67.8;80.4;64.586;10.755;50.2;80.4;48.064;19.627;20.0;80.4;54.0;13.0;39.0;62.0;48.571;9.502;39.0;62.0;37.357;14.388;15.0;62.0;1.297;1540;110;5.0;-2.6;1.0;-21.0;22.3
16;5;109;0.545;2.06;36.0;90;841;34;309;85.5;775.8;-2.0;-5;-65;685;68;642.0;65;-43;-3;1.229;1.208;-0.021;327;330;26;28;55;19891;20000;11;1.197;1.184;1.177;1.038;0.544;80.4;75.4;67.8;50.2;20.0;62.0;61.0;39.0;41.0;15.0;28.0;30.0;30.0;30.0;32.0;26.0;28.0;28.0;28.0;30.0;55.0;60.0;60.0;60.0;65.0;3.0;5.0;4.0;0.0;13.0;104.0;101.0;96.0;83.0;28.0;80.433;5.05;75.4;85.5;69.629;11.154;55.2;85.5;52.743;20.22;25.1;85.5;62.667;2.082;61.0;65.0;52.0;10.583;39.0;65.0;40.929;14.615;20.0;65.0;1.315;1540;110;5.1;0.1;3.0;2.0;24.3
17;7;116;0.58;2.18;38.0;96;936;38;347;95.6;871.4;0.0;0;-65;756;71;714.0;72;-42;1;1.239;1.22;-0.019;334;342;26;28;55;19884;20000;11;1.208;1.197;1.184;1.064;0.695;85.5;80.4;75.4;55.2;25.1;65.0;62.0;61.0;45.0;21.0;28.0;28.0;30.0;30.0;32.0;26.0;26.0;28.0;28.0;30.0;55.0;55.0;60.0;60.0;65.0;5.0;3.0;5.0;3.0;14.0;109.0;104.0;101.0;86.0;42.0;87.167;7.736;80.4;95.6;75.4;12.777;60.3;95.6;57.779;21.542;25.1;95.6;66.333;5.132;62.0;72.0;55.857;12.375;39.0;72.0;44.571;15.59;20.0;72.0;1.328;1540;110;10.1;5.0;7.0;4.0;26.7
18;17;133;0.665;2.31;41.0;102;1036;40;387;100.7;972.1;-1.0;-1;-64;830;74;781.0;67;-49;-7;1.249;1.245;-0.004;343;346;26;28;55;19867;20000;11;1.22;1.208;1.197;1.083;0.797;95.6;85.5;80.4;60.3;25.1;72.0;65.0;62.0;50.0;20.0;28.0;28.0;28.0;30.0;32.0;26.0;26.0;26.0;28.0;30.0;55.0;55.0;55.0;60.0;65.0;7.0;5.0;3.0;2.0;15.0;116.0;109.0;104.0;88.0;57.0;93.933;7.736;85.5;100.7;81.171;13.895;62.8;100.7;63.179;22.186;30.1;100.7;68.0;3.606;65.0;72.0;58.286;12.698;39.0;72.0;47.929;14.938;25.0;72.0;1.503;1540;110;5.1;-5.0;-5.0;-12.0;35.1
19;38;171;0.855;2.44;42.0;106;1142;40;427;100.9;1072.9;-2.0;-5;-69;908;77;847.0;66;-61;-11;1.259;1.267;0.008;378;349;26;28;55;19829;20000;11;1.245;1.22;1.208;1.125;0.872;100.7;95.6;85.5;62.8;30.1;67.0;72.0;65.0;42.0;25.0;28.0;28.0;28.0;30.0;32.0;26.0;26.0;26.0;28.0;30.0;55.0;55.0;55.0;60.0;65.0;17.0;7.0;5.0;4.0;15.0;133.0;116.0;109.0;92.0;72.0;99.067;3.004;95.6;100.9;86.614;12.928;67.8;100.9;68.236;22.135;35.1;100.9;68.333;3.215;66.0;72.0;61.714;10.641;39.0;72.0;50.857;14.092;31.0;72.0;1.529;1540;110;0.2;-4.9;-1.0;4.0;53.2
20;56;227;1.135;2.57;45.0;114;1256;38;465;96.1;1169.0;-7.0;-18;-87;967;80;906.0;59;-61;-21;1.272;1.29;0.018;383;347;26;28;55;19773;20000;11;1.267;1.245;1.22;1.177;0.921;100.9;100.7;95.6;67.8;35.1;66.0;67.0;72.0;39.0;31.0;28.0;28.0;28.0;30.0;32.0;26.0;26.0;26.0;28.0;30.0;55.0;55.0;55.0;60.0;65.0;38.0;17.0;7.0;4.0;10.0;171.0;133.0;116.0;96.0;82.0;99.233;2.715;96.1;100.9;90.657;10.201;75.4;100.9;72.593;21.09;40.2;100.9;64.0;4.359;59.0;67.0;64.571;4.353;59.0;72.0;52.857;13.002;35.0;72.0;1.629;1540;110;-4.8;-5.0;-7.0;-6.0;73.4
21;45;272;1.36;2.7;47.0;120;1382;38;503;96.3;1265.3;-9.0;-24;-117;1069;82;973.0;67;-96;-15;1.294;1.3;0.006;387;351;26;28;55;19728;20000;11;1.29;1.267;1.245;1.184;0.961;96.1;100.9;100.7;75.4;40.2;59.0;66.0;67.0;61.0;35.0;28.0;28.0;28.0;30.0;32.0;26.0;26.0;26.0;28.0;30.0;55.0;55.0;55.0;60.0;65.0;56.0;38.0;17.0;5.0;0.0;227.0;171.0;133.0;101.0;82.0;97.767;2.715;96.1;100.9;93.643;7.758;80.4;100.9;76.6;19.749;45.2;100.9;64.0;4.359;59.0;67.0;65.429;4.117;59.0;72.0;55.143;12.421;36.0;72.0;1.437;1540;110;0.2;5.0;8.0;15.0;76.9
22;16;288;1.44;2.83;50.0;126;1517;40;543;101.5;1366.8;-10.0;-25;-150;1153;84;1054.0;81;-99;-3;1.137;1.297;0.16;391;364;24;26;50;19712;20000;11;1.3;1.29;1.267;1.197;1.005;96.3;96.1;100.9;80.4;45.2;67.0;59.0;66.0;62.0;36.0;28.0;28.0;28.0;28.0;30.0;26.0;26.0;26.0;26.0;28.0;55.0;55.0;55.0;55.0;60.0;45.0;56.0;38.0;3.0;1.0;272.0;227.0;171.0;104.0;83.0;97.967;3.062;96.1;101.5;96.657;5.535;85.5;101.5;80.621;18.559;50.2;101.5;69.0;11.136;59.0;81.0;68.143;6.842;59.0;81.0;58.357;12.9;39.0;81.0;1.253;1300;100;5.2;5.0;14.0;6.0;65.6
23;18;306;1.53;2.96;52.0;132;1656;44;587;111.7;1478.5;-8.0;-20;-177;1239;86;1123.0;69;-116;-17;1.337;1.317;-0.02;394;365;24;26;50;19694;20000;11;1.297;1.3;1.29;1.208;1.038;101.5;96.3;96.1;85.5;50.2;81.0;67.0;59.0;65.0;41.0;26.0;28.0;28.0;28.0;30.0;24.0;26.0;26.0;26.0;28.0;50.0;55.0;55.0;55.0;60.0;16.0;45.0;56.0;5.0;0.0;288.0;272.0;227.0;109.0;83.0;103.167;7.834;96.3;111.7;100.4;5.591;95.6;111.7;85.014;18.077;55.2;111.7;72.333;7.572;67.0;81.0;68.714;6.701;59.0;81.0;60.357;12.15;39.0;81.0;1.619;1300;100;10.2;5.0;-12.0;-26.0;70.2
24;26;332;1.66;3.09;54.0;138;1803;46;633;116.9;1595.4;-8.0;-21;-208;1327;88;1207.0;84;-120;-4;1.36;1.322;-0.038;397;374;24;26;50;19668;20000;11;1.317;1.297;1.3;1.22;1.064;111.7;101.5;96.3;95.6;55.2;69.0;81.0;67.0;72.0;45.0;26.0;26.0;28.0;28.0;30.0;24.0;24.0;26.0;26.0;28.0;50.0;50.0;55.0;55.0;60.0;18.0;16.0;45.0;7.0;3.0;306.0;288.0;272.0;116.0;86.0;110.033;7.834;101.5;116.9;103.443;7.874;96.1;116.9;89.421;17.768;60.3;116.9;78.0;7.937;69.0;84.0;70.429;8.867;59.0;84.0;63.143;12.811;39.0;84.0;1.392;1300;100;5.2;-5.0;15.0;27.0;79.4
25;20;352;1.76;3.22;57.0;144;1958;46;679;117.1;1712.5;-11.0;-27;-245;1418;90;1298.0;91;-120;1;1.382;1.319;-0.063;400;387;24;26;50;19648;20000;11;1.322;1.317;1.297;1.245;1.083;116.9;111.7;101.5;100.7;60.3;84.0;69.0;81.0;67.0;50.0;26.0;26.0;26.0;28.0;30.0;24.0;24.0;24.0;26.0;28.0;50.0;50.0;50.0;55.0;60.0;26.0;18.0;16.0;17.0;2.0;332.0;306.0;288.0;133.0;88.0;115.233;3.062;111.7;117.1;105.786;9.243;96.1;117.1;93.479;17.078;62.8;117.1;81.333;11.24;69.0;91.0;73.857;11.553;59.0;91.0;66.071;14.188;39.0;91.0;1.287;1300;100;0.2;-5.0;7.0;-8.0;80.4
26;18;370;1.85;3.35;59.0;150;2120;48;727;122.3;1834.8;-11.0;-28;-285;1510;92;1397.0;99;-113;7;1.405;1.313;-0.092;402;402;24;26;50;19630;20000;11;1.319;1.322;1.317;1.267;1.125;117.1;116.9;111.7;100.9;62.8;91.0;84.0;69.0;66.0;42.0;26.0;26.0;26.0;28.0;30.0;24.0;24.0;24.0;26.0;28.0;50.0;50.0;50.0;55.0;60.0;20.0;26.0;18.0;38.0;4.0;352.0;332.0;306.0;171.0;92.0;118.767;3.062;116.9;122.3;108.843;10.77;96.1;122.3;97.729;16.239;67.8;122.3;91.333;7.506;84.0;99.0;78.571;14.234;59.0;99.0;70.143;14.909;39.0;99.0;1.235;1300;100;5.2;5.0;8.0;1.0;83.0
27;19;389;1.945;3.4;61.0;156;2285;50;777;127.5;1962.2;-11.0;-29;-323;1604;94;1489.0;92;-115;-2;1.426;1.318;-0.108;404;410;24;26;50;19611;20000;11;1.313;1.319;1.322;1.29;1.177;122.3;117.1;116.9;96.1;67.8;99.0;91.0;84.0;59.0;39.0;26.0;26.0;26.0;28.0;30.0;24.0;24.0;24.0;26.0;28.0;50.0;50.0;50.0;55.0;60.0;18.0;20.0;26.0;56.0;4.0;370.0;352.0;332.0;227.0;96.0;122.3;5.2;117.1;127.5;113.329;11.112;96.3;127.5;101.993;15.601;75.4;127.5;94.0;4.359;91.0;99.0;83.286;11.954;67.0;99.0;73.929;13.0;59.0;99.0;1.386;1300;100;5.2;0.0;-7.0;-15.0;87.3
28;13;402;2.01;3.61;63.0;162;2455;52;829;132.7;2094.9;-11.0;-29;-360;1698;95;1584.0;95;-114;0;1.446;1.323;-0.123;405;419;24;26;50;19598;20000;11;1.318;1.313;1.319;1.3;1.184;127.5;122.3;117.1;96.3;75.4;92.0;99.0;91.0;67.0;61.0;26.0;26.0;26.0;28.0;30.0;24.0;24.0;24.0;26.0;28.0;50.0;50.0;50.0;55.0;60.0;19.0;18.0;20.0;45.0;5.0;389.0;370.0;352.0;272.0;101.0;127.5;5.2;122.3;132.7;118.529;10.302;101.5;132.7;106.086;15.604;80.4;132.7;95.333;3.512;92.0;99.0;87.286;10.144;69.0;99.0;76.357;13.562;59.0;99.0;1.397;1300;100;5.2;-0.0;3.0;10.0;86.9
29;13;415;2.075;3.74;66.0;168;2635;56;885;143.0;2237.9;-10.0;-25;-397;1794;96;1680.0;96;-114;0;1.47;1.332;-0.138;406;426;24;26;50;19585;20000;11;1.323;1.318;1.313;1.297;1.197;132.7;127.5;122.3;101.5;80.4;95.0;92.0;99.0;81.0;62.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;13.0;19.0;18.0;16.0;3.0;402.0;389.0;370.0;288.0;104.0;134.4;7.889;127.5;143.0;124.457;10.799;111.7;143.0;110.557;16.614;85.5;143.0;94.333;2.082;92.0;96.0;89.429;10.179;69.0;99.0;78.786;13.835;59.0;99.0;1.49;1300;100;10.3;5.1;1.0;-2.0;89.5
30;11;426;2.13;3.87;68.0;173;2818;59;944;150.7;2388.6;-9.0;-22;-429;1891;97;1750.0;70;-141;-27;1.491;1.365;-0.126;407;418;24;26;50;19574;20000;11;1.332;1.323;1.318;1.317;1.208;143.0;132.7;127.5;111.7;85.5;96.0;95.0;92.0;69.0;65.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;13.0;13.0;19.0;18.0;5.0;415.0;402.0;389.0;306.0;109.0;142.133;9.031;132.7;150.7;130.029;12.964;116.9;150.7;115.214;18.12;95.6;150.7;87.0;14.731;70.0;96.0;89.571;9.846;70.0;99.0;79.143;13.513;59.0;99.0;2.153;1300;100;7.7;-2.6;-26.0;-27.0;90.7
31;0;426;2.13;4.0;70.0;178;3004;61;1005;155.8;2544.4;-9.0;-22;-460;1989;98;1830.0;80;-159;-18;1.511;1.39;-0.121;408;416;24;26;50;19574;20000;11;1.365;1.332;1.323;1.322;1.22;150.7;143.0;132.7;116.9;95.6;70.0;96.0;95.0;84.0;72.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;11.0;13.0;13.0;26.0;7.0;426.0;415.0;402.0;332.0;116.0;149.833;6.444;143.0;155.8;135.586;14.629;117.1;155.8;119.514;20.138;96.1;155.8;82.0;13.115;70.0;96.0;89.0;10.328;70.0;99.0;79.714;13.356;59.0;99.0;1.947;1300;100;5.1;-2.6;10.0;36.0;85.2
32;0;426;2.13;4.13;72.0;183;3201;63;1068;160.9;2705.3;-9.0;-22;-496;2087;99;1943.0;113;-144;14;1.534;1.392;-0.142;408;427;24;26;50;19574;20000;11;1.39;1.365;1.332;1.319;1.245;155.8;150.7;143.0;117.1;100.7;80.0;70.0;96.0;91.0;67.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;0.0;11.0;13.0;20.0;17.0;426.0;426.0;415.0;352.0;133.0;155.8;5.1;150.7;160.9;141.843;14.77;122.3;160.9;123.814;22.139;96.1;160.9;87.667;22.502;70.0;113.0;92.143;13.801;70.0;113.0;83.0;15.477;59.0;113.0;1.424;1300;100;5.1;-0.0;33.0;23.0;85.2
33;0;426;2.13;4.26;74.0;188;3403;65;1133;166.0;2871.4;-9.0;-22;-532;2187;100;2012.0;69;-175;-31;1.556;1.427;-0.129;408;418;24;26;50;19574;20000;11;1.392;1.39;1.365;1.313;1.267;160.9;155.8;150.7;122.3;100.9;113.0;80.0;70.0;99.0;66.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;0.0;0.0;11.0;18.0;38.0;426.0;426.0;426.0;370.0;171.0;160.9;5.1;155.8;166.0;148.086;14.363;127.5;166.0;128.464;23.735;96.1;166.0;87.333;22.898;69.0;113.0;87.857;15.826;69.0;113.0;83.214;15.243;59.0;113.0;2.406;1300;100;5.1;0.0;-44.0;-77.0;85.2
34;0;426;2.13;4.39;75.0;192;3504;68;1201;173.7;3045.1;-7.0;-18;-459;2289;101;2093.0;81;-196;-20;1.578;1.455;-0.123;407;414;24;26;50;19574;20000;11;1.427;1.392;1.39;1.318;1.29;166.0;160.9;155.8;127.5;96.1;69.0;113.0;80.0;92.0;59.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;0.0;0.0;0.0;19.0;56.0;426.0;426.0;426.0;389.0;227.0;166.867;6.444;160.9;173.7;154.686;13.936;132.7;173.7;134.007;24.64;96.3;173.7;87.667;22.745;69.0;113.0;86.286;15.892;69.0;113.0;84.786;13.6;67.0;113.0;2.144;1300;100;7.7;2.6;12.0;56.0;85.2
35;0;426;2.13;4.52;78.0;199;3601;65;1266;166.0;3211.1;-13.0;-33;-390;2390;101;2189.0;96;-201;-5;1.6;1.467;-0.133;407;417;24;26;50;19574;20000;11;1.455;1.427;1.392;1.323;1.3;173.7;166.0;160.9;132.7;96.3;81.0;69.0;113.0;95.0;67.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;0.0;0.0;0.0;13.0;45.0;426.0;426.0;426.0;402.0;272.0;168.567;4.446;166.0;173.7;159.443;10.42;143.0;173.7;138.986;23.448;101.5;173.7;82.0;13.528;69.0;96.0;86.429;15.988;69.0;113.0;86.857;12.871;69.0;113.0;1.729;1300;100;-7.7;-15.4;15.0;3.0;85.2
1;46;46;0.23;0.1;7.0;18;18;8;8;20.0;20.0;1.0;2;2;56;14;67.0;26;11;12;0.321;0.28;-0.041;0;0;30;32;65;19954;20000;12;0.28;0.28;0.28;0.28;0.28;20.0;20.0;20.0;20.0;20.0;26.0;26.0;26.0;26.0;26.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;46.0;46.0;46.0;46.0;46.0;46.0;46.0;46.0;46.0;46.0;20.0;1.838;20.0;20.0;20.0;1.838;20.0;20.0;20.0;1.838;20.0;20.0;26.0;5.657;26.0;26.0;26.0;5.657;26.0;26.0;26.0;5.657;26.0;26.0;0.769;2080;130;2.6;-2.6;-8.0;8.0;32.2
2;34;80;0.4;0.23;9.0;22;40;9;17;22.6;42.6;0.0;1;3;73;17;85.0;18;12;1;0.549;0.475;-0.074;0;0;30;32;65;19920;20000;12;0.28;0.28;0.28;0.28;0.28;20.0;20.0;20.0;20.0;20.0;26.0;26.0;26.0;26.0;26.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;46.0;46.0;46.0;46.0;46.0;46.0;46.0;46.0;46.0;46.0;21.3;1.838;20.0;22.6;21.3;1.838;20.0;22.6;21.3;1.838;20.0;22.6;22.0;5.657;18.0;26.0;22.0;5.657;18.0;26.0;22.0;5.657;18.0;26.0;1.256;2080;130;2.6;-2.6;-8.0;8.0;33.0
3;34;114;0.57;0.36;10.0;26;66;9;26;22.6;65.2;-1.0;-3;-1;94;20;103.0;18;9;-2;0.711;0.6;-0.111;0;0;30;32;65;19886;20000;12;0.475;0.28;0.28;0.28;0.28;22.6;20.0;20.0;20.0;20.0;18.0;26.0;26.0;26.0;26.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;34.0;46.0;46.0;46.0;46.0;80.0;46.0;46.0;46.0;46.0;21.733;1.501;20.0;22.6;21.733;1.501;20.0;22.6;21.733;1.501;20.0;22.6;20.667;4.619;18.0;26.0;20.667;4.619;18.0;26.0;20.667;4.619;18.0;26.0;1.256;2080;130;0.0;-2.6;0.0;8.0;39.8
4;15;129;0.645;0.49;12.0;30;96;10;36;25.2;90.4;-2.0;-5;-6;117;24;131.0;28;14;4;0.826;0.706;-0.12;0;0;30;32;65;19871;20000;12;0.6;0.475;0.28;0.28;0.28;22.6;22.6;20.0;20.0;20.0;18.0;18.0;26.0;26.0;26.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;34.0;34.0;46.0;46.0;46.0;114.0;80.0;46.0;46.0;46.0;23.467;1.501;22.6;25.2;22.6;2.123;20.0;25.2;22.6;2.123;20.0;25.2;21.333;5.774;18.0;28.0;22.5;5.26;18.0;28.0;22.5;5.26;18.0;28.0;0.9;2080;130;2.6;2.6;10.0;10.0;33.3
5;11;140;0.7;0.62;14.0;34;131;11;47;27.7;118.1;-3.0;-6;-13;144;27;158.0;27;14;0;0.914;0.782;-0.132;0;0;30;32;65;19860;20000;12;0.706;0.6;0.475;0.28;0.28;25.2;22.6;22.6;20.0;20.0;28.0;18.0;18.0;26.0;26.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;15.0;34.0;34.0;46.0;46.0;129.0;114.0;80.0;46.0;46.0;25.167;2.55;22.6;27.7;23.62;2.93;20.0;27.7;23.62;2.93;20.0;27.7;24.333;5.508;18.0;28.0;23.4;4.98;18.0;28.0;23.4;4.98;18.0;28.0;1.026;2080;130;2.5;-0.1;-1.0;-11.0;33.5
6;14;154;0.77;0.75;15.0;38;170;14;61;35.3;153.3;-1.0;-3;-17;174;30;188.0;30;14;0;0.979;0.889;-0.09;0;0;30;32;65;19846;20000;12;0.782;0.706;0.6;0.28;0.28;27.7;25.2;22.6;20.0;20.0;27.0;28.0;18.0;26.0;26.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;11.0;15.0;34.0;46.0;46.0;140.0;129.0;114.0;46.0;46.0;29.4;5.26;25.2;35.3;25.567;5.441;20.0;35.3;25.567;5.441;20.0;35.3;28.333;1.528;27.0;30.0;24.5;5.206;18.0;30.0;24.5;5.206;18.0;30.0;1.177;2080;130;7.6;5.1;3.0;4.0;37.8
